Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_diff [K],power,wear_rate
1,300.4,311.2,1406,43.6,22,0,10.8,61301.6,0.015647226
1,300.4,311.3,1639,34.6,24,0,10.9,56709.4,0.014643075
0,300.4,311.3,2026,20.3,26,0,10.9,41127.8,0.012833169
2,300.4,311.3,1350,56.5,31,0,10.9,76275,0.022962963
2,300.5,311.3,1468,41.1,34,0,10.8,60334.8,0.023160763
1,300.5,311.4,1642,27.1,37,0,10.9,44498.2,0.022533496
1,300.5,311.3,1490,41.8,39,0,10.8,62282,0.026174497
2,300.5,311.3,1507,43.4,41,0,10.8,65403.8,0.02720637
1,300.5,311.4,1611,32.7,44,0,10.9,52679.7,0.027312228
2,300.5,311.4,1743,27.6,46,0,10.9,48106.8,0.026391279
1,300.5,311.3,1475,46.3,49,0,10.8,68292.5,0.033220339
1,300.5,311.4,1432,47.5,51,0,10.9,68020,0.035614525
1,300.5,311.4,1442,47,53,0,10.9,67774,0.036754508
2,300.6,311.4,1468,40.4,55,0,10.8,59307.2,0.03746594
1,300.5,311.4,1556,45.3,58,0,10.9,70486.8,0.037275064
2,300.5,311.4,1312,51.4,60,0,10.9,67436.8,0.045731707
1,300.6,311.5,1459,47,63,0,10.9,68573,0.04318026
1,300.5,311.5,1651,36.9,65,0,11,60921.9,0.039370079
1,300.5,311.5,1490,38.4,67,0,11,57216,0.044966443
2,300.6,311.6,1473,31.5,69,0,11,46399.5,0.046843177
1,300.6,311.7,1734,29.9,72,0,11.1,51846.6,0.041522491
1,300.6,311.7,1507,45.5,74,0,11.1,68568.5,0.04910418
1,300.6,311.7,1556,34.9,76,0,11.1,54304.4,0.048843188
0,300.5,311.6,1351,53.5,78,0,11.1,72278.5,0.057735011
1,300.5,311.7,1445,44.8,83,0,11.2,64736,0.057439446
1,300.5,311.7,1619,32.7,85,0,11.2,52941.3,0.052501544
2,300.5,311.7,1269,64,87,0,11.2,81216,0.06855792
1,300.5,311.6,1534,37.7,90,0,11.1,57831.8,0.058670143
1,300.5,311.6,1444,49.3,92,0,11.1,71189.2,0.063711911
1,300.5,311.6,1744,26.8,94,0,11.1,46739.2,0.053899083
1,300.4,311.5,1441,44.6,96,0,11.1,64268.6,0.066620402
2,300.3,311.3,1506,40.7,98,0,11,61294.2,0.065073041
1,300.3,311.4,1526,38.5,101,0,11.1,58751,0.066186107
1,300.4,311.5,1704,29.7,103,0,11.1,50608.8,0.060446009
0,300.4,311.4,1445,52.4,105,0,11,75718,0.07266436
1,300.5,311.5,1661,35.9,110,0,11,59629.9,0.066225166
1,300.5,311.4,1466,41.8,112,0,10.9,61278.8,0.076398363
1,300.4,311.3,1608,35.1,114,0,10.9,56440.8,0.070895522
2,300.4,311.4,1352,57.3,116,0,11,77469.6,0.085798817
2,300.4,311.4,1604,31.7,119,0,11,50846.8,0.074189526
0,300.4,311.4,1427,50.7,122,0,11,72348.9,0.085494043
1,300.4,311.4,1424,44.6,127,0,11,63510.4,0.089185393
1,300.4,311.4,1662,29.3,129,0,11,48696.6,0.077617329
1,300.4,311.4,1936,23.9,131,0,11,46270.4,0.067665289
1,300.4,311.4,1728,31.7,133,0,11,54777.6,0.076967593
1,300.4,311.4,1552,28.8,135,0,11,44697.6,0.086984536
0,300.4,311.5,1662,29,137,0,11.1,48198,0.082430806
1,300.3,311.4,1343,57.7,142,0,11.1,77491.1,0.105733433
2,300.4,311.5,1476,32.6,144,0,11.1,48117.6,0.097560976
1,300.3,311.4,1346,51.1,147,0,11.1,68780.6,0.109212481
1,300.4,311.5,1492,44.6,149,0,11.1,66543.2,0.099865952
2,300.3,311.5,1540,41.5,151,0,11.2,63910,0.098051948
1,300.4,311.5,1596,32.5,154,0,11.1,51870,0.096491228
1,300.5,311.6,1541,47.8,156,0,11.1,73659.8,0.101232966
1,300.5,311.6,1661,30,158,0,11.1,49830,0.09512342
2,300.4,311.6,1359,55.4,160,0,11.2,75288.6,0.117733628
1,300.5,311.6,1528,42.4,163,0,11.1,64787.2,0.106675393
2,300.5,311.6,1246,52.9,165,0,11.1,65913.4,0.132423756
1,300.5,311.6,1575,32.5,168,0,11.1,51187.5,0.106666667
2,300.5,311.6,1658,30.4,170,0,11.1,50403.2,0.102533172
1,300.5,311.6,1385,54.8,173,0,11.1,75898,0.124909747
0,300.5,311.7,1454,50.3,175,0,11.2,73136.2,0.120357634
1,300.5,311.6,1497,40.5,180,0,11.1,60628.5,0.120240481
2,300.6,311.7,1424,50.8,182,0,11.1,72339.2,0.127808989
1,300.6,311.7,1528,43.9,185,0,11.1,67079.2,0.121073298
1,300.6,311.8,1539,37,187,0,11.2,56943,0.121507472
1,300.7,311.8,1336,58.4,189,1,11.1,78022.4,0.141467066
1,300.5,311.6,1525,37.6,191,0,11.1,57340,0.125245902
2,300.5,311.6,1456,51.1,193,0,11.1,74401.6,0.132554945
2,300.5,311.7,2141,17.2,196,0,11.2,36825.2,0.091546007
2,300.5,311.6,1476,39.1,199,0,11.1,57711.6,0.134823848
1,300.5,311.6,1509,47.2,202,0,11.1,71224.8,0.133863486
1,300.5,311.6,1447,45.4,204,0,11.1,65693.8,0.140981341
1,300.6,311.7,1448,49.1,206,0,11.1,71096.8,0.142265193
1,300.6,311.7,1428,52.6,208,0,11.1,75112.8,0.145658263
2,300.6,311.7,1389,52.1,210,0,11.1,72366.9,0.151187905
1,300.7,311.7,1635,32.4,213,0,11,52974,0.130275229
1,300.7,311.7,1395,43.7,215,0,11,60961.5,0.154121864
1,300.7,311.8,1443,43.7,217,0,11.1,63059.1,0.15038115
2,300.7,311.7,1412,49.1,219,0,11,69329.2,0.15509915
1,300.7,311.7,1524,43.5,222,0,11,66294,0.145669291
2,300.7,311.8,1407,42.4,224,0,11.1,59656.8,0.15920398
1,300.8,311.7,1397,43.5,227,0,10.9,60769.5,0.162491052
2,300.7,311.7,1504,36.9,229,0,11,55497.6,0.152260638
2,300.7,311.7,2097,18.9,232,1,11,39633.3,0.110634239
1,300.6,311.7,1553,39.8,0,0,11.1,61809.4,0
1,300.6,311.7,1432,39.2,2,0,11.1,56134.4,0.001396648
2,300.5,311.6,1577,36.5,4,0,11.1,57560.5,0.002536462
2,300.5,311.5,1370,56.1,7,0,11,76857,0.005109489
0,300.5,311.6,1506,36.2,10,0,11.1,54517.2,0.006640106
1,300.6,311.6,1964,21.4,15,0,11,42029.6,0.007637475
0,300.6,311.7,1500,36.7,17,0,11.1,55050,0.011333333
1,300.6,311.7,1488,47.7,22,0,11.1,70977.6,0.014784946
0,300.6,311.5,1282,60.2,24,0,10.9,77176.4,0.018720749
1,300.5,311.4,1400,45.1,29,0,10.9,63140,0.020714286
1,300.6,311.5,1419,38.6,31,0,10.9,54773.4,0.021846371
2,300.7,311.5,1441,40.6,33,0,10.8,58504.6,0.022900763
2,300.7,311.6,1348,62.5,36,0,10.9,84250,0.026706231
0,300.8,311.7,1468,38.7,39,0,10.9,56811.6,0.026566757
2,300.7,311.7,1701,30.8,44,0,11,52390.8,0.025867137
0,300.7,311.7,1864,23.6,47,0,11,43990.4,0.025214592
2,300.6,311.6,1630,31.8,52,0,11,51834,0.03190184
1,300.5,311.5,1316,49.7,55,0,11,65405.2,0.041793313
1,300.5,311.5,1708,31.2,57,0,11,53289.6,0.033372365
0,300.5,311.4,1679,27.5,59,0,10.9,46172.5,0.035139964
1,300.5,311.4,1709,32.3,64,0,10.9,55200.7,0.0374488
1,300.5,311.4,1445,41.5,66,0,10.9,59967.5,0.04567474
2,300.5,311.4,1390,51.9,68,0,10.9,72141,0.048920863
1,300.4,311.4,1309,55.5,71,0,11,72649.5,0.054239878
1,300.5,311.5,1499,37.6,73,0,11,56362.4,0.048699133
2,300.5,311.4,2072,18.8,75,0,10.9,38953.6,0.036196911
1,300.5,311.5,1487,43,78,0,11,63941,0.052454607
1,300.5,311.5,1302,49.6,80,0,11,64579.2,0.061443932
2,300.5,311.5,1378,48.2,82,0,11,66419.6,0.059506531
1,300.5,311.6,1365,53,85,0,11.1,72345,0.062271062
0,300.6,311.7,1427,44.6,87,0,11.1,63644.2,0.060967064
0,300.6,311.7,1535,33.3,92,0,11.1,51115.5,0.059934853
0,300.5,311.6,1476,41.7,97,0,11.1,61549.2,0.065718157
1,300.5,311.6,1425,42.4,102,0,11.1,60420,0.071578947
1,300.5,311.7,1409,54.7,104,0,11.2,77072.3,0.073811214
1,300.5,311.6,1730,30.2,106,0,11.1,52246,0.061271676
2,300.5,311.6,1454,41.4,108,0,11.1,60195.6,0.074277854
1,300.6,311.7,1744,26.9,111,0,11.1,46913.6,0.063646789
2,300.8,311.9,1761,29,113,0,11.1,51069,0.064168086
2,300.7,311.9,1657,30.9,116,0,11.2,51201.3,0.070006035
1,300.7,311.8,1420,47,119,0,11.1,66740,0.083802817
0,300.7,311.9,1329,59.2,121,0,11.2,78676.8,0.091045899
1,300.6,311.9,1472,44.2,126,0,11.3,65062.4,0.085597826
1,300.6,312,1566,30.1,128,0,11.4,47136.6,0.081736909
1,300.6,312,1430,42.7,130,0,11.4,61061,0.090909091
1,300.6,312,1481,40.9,132,0,11.4,60572.9,0.089128967
1,300.6,312,1670,29.4,134,0,11.4,49098,0.080239521
1,300.6,312,1406,55.1,136,0,11.4,77470.6,0.096728307
0,300.6,312.1,1354,46.9,138,0,11.5,63502.6,0.101920236
2,300.5,312,1985,19.3,143,0,11.5,38310.5,0.072040302
2,300.5,312,1263,60.8,146,0,11.5,76790.4,0.115597783
1,300.5,311.9,1576,31.1,149,0,11.4,49013.6,0.094543147
1,300.5,312,1453,45.1,151,0,11.5,65530.3,0.103922918
1,300.5,312,1478,39,153,0,11.5,57642,0.103518268
2,300.5,311.9,1323,57.9,155,0,11.4,76601.7,0.117157974
1,300.5,311.9,1710,28.4,158,0,11.4,48564,0.092397661
1,300.4,311.7,1314,59.5,160,0,11.3,78183,0.121765601
1,300.4,311.7,1460,39.6,162,0,11.3,57816,0.110958904
2,300.4,311.7,1508,45.4,164,0,11.3,68463.2,0.108753316
2,300.5,311.8,1331,55.3,167,0,11.3,73604.3,0.125469572
1,300.4,311.7,1515,47.4,170,0,11.3,71811,0.112211221
1,300.4,311.6,1674,33,172,0,11.2,55242,0.102747909
1,300.4,311.7,1444,51.2,174,0,11.3,73932.8,0.120498615
2,300.4,311.7,1398,42.6,176,0,11.3,59554.8,0.125894134
2,300.4,311.7,1832,24.2,179,0,11.3,44334.4,0.097707424
2,300.5,311.8,1591,42,182,0,11.3,66822,0.114393463
2,300.4,311.7,1478,39.9,185,0,11.3,58972.2,0.125169147
2,300.4,311.8,1362,47.6,188,0,11.4,64831.2,0.138032305
1,300.5,311.8,1368,57.9,191,1,11.3,79207.2,0.139619883
2,300.3,311.7,1723,28.3,193,0,11.4,48760.9,0.112013929
1,300.4,311.8,1689,30.8,196,0,11.4,52021.2,0.116044997
1,300.4,311.8,1272,59.2,198,1,11.4,75302.4,0.155660377
2,300.4,311.7,1511,33,200,0,11.3,49863,0.132362674
0,300.4,311.6,1715,30.8,203,0,11.2,52822,0.118367347
2,300.3,311.5,1400,43.8,0,0,11.2,61320,0
1,300.4,311.6,1200,76.6,3,1,11.2,91920,0.0025
2,300.4,311.7,1555,38.7,5,0,11.3,60178.5,0.003215434
0,300.3,311.6,1427,56.2,8,0,11.3,80197.4,0.005606167
1,300.3,311.4,1318,52.7,13,0,11.1,69458.6,0.009863429
0,300.2,311.4,1319,54.6,15,0,11.2,72017.4,0.011372252
2,300.2,311.4,1960,20.9,20,0,11.2,40964,0.010204082
1,300.3,311.5,1552,38.9,23,0,11.2,60372.8,0.014819588
1,300.3,311.5,1548,32.2,25,0,11.2,49845.6,0.016149871
1,300.3,311.6,1709,29.5,27,0,11.3,50415.5,0.015798713
0,300.3,311.5,1464,41,29,0,11.2,60024,0.019808743
1,300.3,311.4,1759,24.8,34,0,11.1,43623.2,0.019329164
1,300.3,311.5,1634,31.9,36,0,11.2,52124.6,0.022031824
1,300.3,311.5,1663,33.6,38,0,11.2,55876.8,0.022850271
2,300.3,311.5,1445,47.3,40,0,11.2,68348.5,0.027681661
1,300.3,311.5,1695,25.6,43,0,11.2,43392,0.025368732
1,300.4,311.6,1517,39,45,0,11.2,59163,0.02966381
1,300.5,311.7,1811,26.8,47,0,11.2,48534.8,0.025952512
1,300.4,311.6,1815,23.5,49,0,11.2,42652.5,0.026997245
1,300.4,311.7,1513,40,51,0,11.3,60520,0.033707865
2,300.4,311.6,1518,36.4,53,0,11.2,55255.2,0.034914361
1,300.3,311.5,1667,28.8,56,0,11.2,48009.6,0.033593281
1,300.3,311.5,1403,60.1,58,0,11.2,84320.3,0.041339986
1,300.2,311.5,1383,42.1,60,0,11.3,58224.3,0.043383948
1,300.3,311.5,1466,46.2,62,0,11.2,67729.2,0.042291951
1,300.3,311.5,1378,47.5,64,0,11.2,65455,0.046444122
2,300.2,311.5,1547,40.9,66,0,11.3,63272.3,0.042663219
1,300.2,311.5,1495,38.5,69,0,11.3,57557.5,0.046153846
1,300.1,311.4,1729,29.3,71,0,11.3,50659.7,0.041064199
1,300.1,311.4,1418,47.7,73,0,11.3,67638.6,0.051480959
0,300.1,311.4,1485,40.4,75,0,11.3,59994,0.050505051
1,300.1,311.5,1434,40.8,80,0,11.4,58507.2,0.055788006
2,300.2,311.6,1415,55.8,82,0,11.4,78957,0.05795053
0,300.1,311.6,1674,29.6,85,0,11.5,49550.4,0.050776583
1,300.1,311.5,1454,52.4,90,0,11.4,76189.6,0.061898212
1,300,311.4,1476,39,92,0,11.4,57564,0.062330623
1,300,311.5,1812,28.3,94,0,11.5,51279.6,0.05187638
1,300,311.4,1374,41.9,96,0,11.4,57570.6,0.069868996
2,300.1,311.4,1524,40.6,98,0,11.3,61874.4,0.064304462
1,300,311.4,1383,49.6,101,0,11.4,68596.8,0.073029646
1,299.9,311.3,1429,58.2,103,0,11.4,83167.8,0.072078376
2,299.8,311.3,1517,41.2,105,0,11.5,62500.4,0.069215557
2,299.9,311.4,1480,44.9,108,0,11.5,66452,0.072972973
1,299.9,311.4,1706,28.8,111,0,11.5,49132.8,0.065064478
1,300,311.5,1349,48.6,113,0,11.5,65561.4,0.083765752
2,300,311.5,1451,49,115,0,11.5,71099,0.079255686
1,299.9,311.4,1627,36.7,118,0,11.5,59710.9,0.072526122
2,300,311.4,1537,35.4,120,0,11.4,54409.8,0.07807417
1,300.1,311.5,2218,17,123,0,11.4,37706,0.055455365
2,300,311.4,1466,39,125,0,11.4,57174,0.08526603
1,300,311.5,1666,32,128,0,11.5,53312,0.076830732
1,300,311.5,1455,41.7,130,0,11.5,60673.5,0.089347079
1,300,311.4,1927,24.6,132,0,11.4,47404.2,0.068500259
2,299.9,311.3,1703,28.4,134,0,11.4,48365.2,0.078684674
1,299.8,311.2,1533,35.9,137,0,11.4,55034.7,0.089367254
0,299.8,311.3,1785,25.4,139,0,11.5,45339,0.077871148
1,299.8,311.2,2142,16.6,144,0,11.4,35557.2,0.067226891
1,299.8,311.2,1369,46.2,146,0,11.4,63247.8,0.106647188
2,299.8,311.2,1706,29.2,148,0,11.4,49815.2,0.086752638
1,299.9,311.3,1802,24.4,151,0,11.4,43968.8,0.083795782
0,299.9,311.3,1413,41.8,153,0,11.4,59063.4,0.108280255
1,300,311.3,1484,53.2,158,0,11.3,78948.8,0.106469003
1,299.9,311.3,1535,38.1,160,0,11.4,58483.5,0.104234528
2,299.9,311.2,1579,35.5,162,0,11.3,56054.5,0.10259658
1,299.8,311.1,1300,64.2,165,0,11.3,83460,0.126923077
2,299.8,311.1,1452,44.3,167,0,11.3,64323.6,0.115013774
2,299.8,311.1,1562,35.7,170,0,11.3,55763.4,0.108834827
1,299.8,311.2,1664,28.3,173,0,11.4,47091.2,0.103966346
0,299.9,311.2,1495,35.8,175,0,11.3,53521,0.117056856
2,300,311.4,1533,42.6,180,0,11.4,65305.8,0.11741683
1,300,311.4,1484,37,183,0,11.4,54908,0.123315364
1,300,311.4,1604,38.7,185,0,11.4,62074.8,0.115336658
1,300,311.4,1483,45.6,187,0,11.4,67624.8,0.126095752
1,300.1,311.5,1549,34.7,189,0,11.4,53750.3,0.122014203
1,300.1,311.4,1604,35,191,0,11.3,56140,0.119077307
1,300.2,311.5,1685,31,193,0,11.3,52235,0.114540059
1,300.2,311.6,1372,49.2,195,0,11.4,67502.4,0.14212828
1,300.3,311.6,1374,47.4,197,0,11.3,65127.6,0.143377001
1,300.2,311.6,1606,31,199,0,11.4,49786,0.123910336
1,300.1,311.5,1471,47.2,201,0,11.4,69431.2,0.13664174
1,300.1,311.5,1659,31.1,203,0,11.4,51594.9,0.122362869
2,300.1,311.7,1400,48.5,205,0,11.6,67900,0.146428571
1,300.1,311.7,1503,42.6,208,0,11.6,64027.8,0.138389887
1,300.2,311.8,1798,23.2,210,0,11.6,41713.6,0.11679644
2,300.2,311.6,1608,35,212,0,11.4,56280,0.131840796
1,300.2,311.6,1322,50.9,215,0,11.4,67289.8,0.162632375
0,300.2,311.6,1547,37.7,217,0,11.4,58321.9,0.140271493
2,300.3,311.7,1374,47.9,222,1,11.4,65814.6,0.161572052
2,300.3,311.7,1447,36.8,0,0,11.4,53249.6,0
1,300.4,311.7,1373,47.2,3,0,11.3,64805.6,0.002184996
1,300.3,311.7,1515,37.5,5,0,11.4,56812.5,0.00330033
1,300.3,311.7,1317,56.5,7,0,11.4,74410.5,0.00531511
1,300.3,311.8,1551,37.2,9,0,11.5,57697.2,0.005802708
2,300.3,311.8,1592,32.1,11,0,11.5,51103.2,0.006909548
1,300.4,311.8,1433,42.2,14,0,11.4,60472.6,0.009769714
1,300.5,311.9,1432,43.1,16,0,11.4,61719.2,0.011173184
1,300.5,311.9,1350,51.7,18,0,11.4,69795,0.013333333
2,300.5,311.9,1370,44.8,20,0,11.4,61376,0.01459854
1,300.5,312,1415,44.6,23,0,11.5,63109,0.016254417
1,300.5,312,1498,42.9,25,0,11.5,64264.2,0.016688919
2,300.5,312,1382,54.1,27,0,11.5,74766.2,0.019536903
2,300.5,311.9,1511,44.5,30,0,11.4,67239.5,0.019854401
1,300.5,311.9,1330,59.5,33,0,11.4,79135,0.02481203
1,300.5,311.9,1383,50.5,35,0,11.4,69841.5,0.025307303
1,300.5,311.9,1431,49.4,37,0,11.4,70691.4,0.025856045
1,300.5,312,1461,38.1,39,0,11.5,55664.1,0.026694045
0,300.4,311.9,1438,46.7,41,0,11.5,67154.6,0.028511822
2,300.5,312,1779,27.7,46,0,11.5,49278.3,0.025857223
2,300.6,312.1,1293,52.3,49,0,11.5,67623.9,0.037896365
1,300.6,312.2,1308,54.7,52,0,11.6,71547.6,0.039755352
1,300.6,312.3,1532,37.2,54,0,11.7,56990.4,0.035248042
1,300.7,312.4,1470,38.6,56,0,11.7,56742,0.038095238
1,300.7,312.3,1548,37.9,58,0,11.6,58669.2,0.0374677
1,300.7,312.3,1898,24,60,0,11.6,45552,0.031612223
0,300.7,312.2,1335,49,62,0,11.5,65415,0.046441948
1,300.7,312.3,1420,53.8,67,0,11.6,76396,0.047183099
1,300.7,312.3,1418,49,69,0,11.6,69482,0.048660085
2,300.8,312.3,1535,40.3,71,0,11.5,61860.5,0.046254072
0,300.7,312.4,1457,47.2,74,0,11.7,68770.4,0.050789293
1,300.8,312.4,1493,39.1,79,0,11.6,58376.3,0.052913597
0,300.7,312.3,1670,27.3,81,0,11.6,45591,0.048502994
0,300.7,312.3,1446,45.4,86,0,11.6,65648.4,0.059474412
1,300.8,312.4,1465,59.1,91,1,11.6,86581.5,0.062116041
1,300.7,312.3,1590,36.3,93,0,11.6,57717,0.058490566
2,300.6,312.2,2174,18.5,95,0,11.6,40219,0.043698252
1,300.7,312.4,1590,37.9,98,0,11.7,60261,0.06163522
1,300.7,312.3,1577,33.2,100,0,11.6,52356.4,0.063411541
2,300.7,312.4,1371,61.7,102,0,11.7,84590.7,0.074398249
1,300.8,312.4,1767,25.6,105,0,11.6,45235.2,0.05942275
1,300.8,312.5,1517,39.2,107,0,11.7,59466.4,0.070533949
2,300.9,312.6,1555,40.6,109,0,11.7,63133,0.070096463
1,300.9,312.7,1416,43.8,112,0,11.8,62020.8,0.079096045
2,300.8,312.6,1588,35.6,114,0,11.8,56532.8,0.071788413
1,300.8,312.6,1422,50,117,0,11.8,71100,0.082278481
1,300.8,312.6,1376,53.6,119,0,11.8,73753.6,0.086482558
1,300.8,312.5,1434,50.7,121,0,11.7,72703.8,0.084379358
1,300.8,312.5,1423,47.3,123,0,11.7,67307.9,0.086437105
1,300.9,312.4,1364,52.5,125,0,11.5,71610,0.091642229
1,300.8,312.4,1825,23.8,127,0,11.6,43435,0.069589041
1,300.8,312.4,1365,44.5,129,0,11.6,60742.5,0.094505495
2,300.7,312.3,1430,47.2,131,0,11.6,67496,0.091608392
1,300.8,312.3,1435,44.8,134,0,11.5,64288,0.093379791
2,300.8,312.4,1811,25.1,136,0,11.6,45456.1,0.075096632
2,300.8,312.4,1465,43.7,139,0,11.6,64020.5,0.094880546
1,300.9,312.4,1372,51,142,0,11.5,69972,0.103498542
1,300.8,312.3,1858,26.3,144,0,11.5,48865.4,0.077502691
1,300.7,312.3,1715,26.8,146,0,11.6,45962,0.085131195
1,300.7,312.2,1590,38.5,148,0,11.5,61215,0.093081761
2,300.8,312.2,1664,25.7,150,0,11.4,42764.8,0.090144231
1,300.7,312.1,1512,36.9,153,0,11.4,55792.8,0.101190476
1,300.7,312.1,1498,44,155,0,11.4,65912,0.103471295
1,300.7,312.1,1395,41.9,157,0,11.4,58450.5,0.112544803
0,300.7,312.1,1490,43.1,159,0,11.4,64219,0.106711409
0,300.8,312.1,1527,35.1,164,0,11.3,53597.7,0.107400131
1,300.8,312.1,1512,37.1,169,0,11.3,56095.2,0.111772487
1,300.9,312.1,1474,42.4,171,0,11.2,62497.6,0.116010855
1,300.8,312.1,1505,41.3,173,0,11.3,62156.5,0.114950166
1,300.8,312,1496,40,175,0,11.2,59840,0.11697861
1,300.8,312,1382,49.3,177,0,11.2,68132.6,0.128075253
1,300.7,311.9,1419,47.7,179,0,11.2,67686.3,0.126145173
1,300.7,311.9,1462,39.7,181,0,11.2,58041.4,0.12380301
2,300.8,312,1450,45,183,0,11.2,65250,0.126206897
0,300.7,311.9,1389,46.5,186,0,11.2,64588.5,0.133909287
2,300.7,311.9,1697,28.2,191,0,11.2,47855.4,0.112551562
1,300.7,311.9,1335,57.1,194,1,11.2,76228.5,0.145318352
1,300.7,311.9,1476,42,196,0,11.2,61992,0.132791328
1,300.6,311.7,1497,43.6,198,0,11.1,65269.2,0.132264529
2,300.6,311.6,1669,29.2,200,0,11,48734.8,0.119832235
1,300.6,311.6,1455,48,203,0,11,69840,0.1395189
1,300.7,311.7,1499,38.4,205,0,11,57561.6,0.136757839
1,300.7,311.8,1478,41.9,207,0,11.1,61928.2,0.140054127
1,300.8,311.8,1928,21.8,209,0,11,42030.4,0.10840249
2,300.8,311.9,1621,28.3,211,0,11.1,45874.3,0.130166564
2,300.8,311.9,1356,44.3,214,0,11.1,60070.8,0.157817109
1,300.8,311.7,1490,46.4,217,0,10.9,69136,0.145637584
1,300.8,311.7,1578,31.4,219,0,10.9,49549.2,0.13878327
1,300.8,311.7,1681,31.3,221,0,10.9,52615.3,0.131469363
1,300.8,311.8,1417,43.4,223,0,11,61497.8,0.157374735
2,300.7,311.7,1532,40,0,0,11,61280,0
2,300.7,311.7,1499,38.9,3,0,11,58311.1,0.002001334
1,300.8,311.7,1432,45.8,6,0,10.9,65585.6,0.004189944
1,300.8,311.7,1753,29,8,0,10.9,50837,0.004563605
1,300.8,311.7,1414,49,10,0,10.9,69286,0.007072136
1,300.8,311.7,1655,32.2,12,0,10.9,53291,0.007250755
1,300.8,311.6,1516,35.6,14,0,10.8,53969.6,0.009234828
1,300.8,311.7,1426,45.5,16,0,10.9,64883,0.011220196
1,300.8,311.7,1479,39.4,18,0,10.9,58272.6,0.012170385
2,300.7,311.5,1569,36.4,20,0,10.8,57111.6,0.012746973
1,300.8,311.6,1568,36,23,0,10.8,56448,0.014668367
2,300.9,311.8,1843,24.5,25,0,10.9,45153.5,0.01356484
2,300.9,311.9,1480,40.9,28,0,11,60532,0.018918919
1,301,312,1447,36.8,31,0,11,53249.6,0.021423635
1,301,311.9,1454,41.9,33,0,10.9,60922.6,0.022696011
2,300.9,311.9,1310,56.1,35,0,11,73491,0.026717557
0,300.9,311.9,1513,38,38,0,11,57494,0.025115664
0,300.9,311.9,2140,16.5,43,0,11,35310,0.020093458
1,301,312.1,1377,49.9,48,0,11.1,68712.3,0.034858388
1,301,312.1,1585,32.3,50,0,11.1,51195.5,0.031545741
0,301.1,312.2,1491,42.6,52,0,11.1,63516.6,0.034875922
1,301,312.2,1264,59,57,0,11.2,74576,0.045094937
1,301,312.2,1372,47,59,0,11.2,64484,0.043002915
1,301,312.2,1510,39.9,61,0,11.2,60249,0.040397351
1,300.9,312.1,1423,40.2,63,0,11.2,57204.6,0.044272663
1,301.1,312.3,1464,35.3,65,0,11.2,51679.2,0.044398907
1,301,312.2,1602,35.9,67,0,11.2,57511.8,0.041822722
2,301,312.2,1629,32.6,69,0,11.2,53105.4,0.042357274
1,300.9,312.2,1811,23.2,72,0,11.3,42015.2,0.03975704
1,300.9,312.1,1711,28.8,74,0,11.2,49276.8,0.043249562
2,300.9,312.1,1297,48.6,76,0,11.2,63034.2,0.058596762
1,301,312.1,1405,46.1,79,0,11.1,64770.5,0.056227758
1,301.1,312.2,1397,54.9,81,0,11.1,76695.3,0.057981389
1,301.1,312.3,1682,29.7,83,0,11.2,49955.4,0.049346017
1,301.2,312.3,1528,38.4,85,0,11.1,58675.2,0.055628272
2,301.2,312.3,1548,38.3,87,0,11.1,59288.4,0.05620155
0,301.2,312.4,1395,47.8,90,0,11.2,66681,0.064516129
1,301.2,312.4,1378,59,95,0,11.2,81302,0.068940493
1,301.2,312.4,1480,53.5,97,0,11.2,79180,0.065540541
2,301.2,312.4,1428,36.6,99,0,11.2,52264.8,0.069327731
2,301.2,312.4,1505,39.6,102,0,11.2,59598,0.067774086
1,301,312.3,1445,36.4,105,0,11.3,52598,0.07266436
1,301,312.3,1488,42.6,107,0,11.3,63388.8,0.071908602
1,301,312.2,1601,33,109,0,11.2,52833,0.068082448
1,301,312.3,1550,34.9,111,0,11.3,54095,0.071612903
1,301,312.2,1540,34.1,113,0,11.2,52514,0.073376623
1,301.1,312.3,1587,34.5,115,0,11.2,54751.5,0.072463768
0,301,312.2,1489,40.3,117,0,11.2,60006.7,0.078576226
1,301.1,312.3,1486,34.9,122,0,11.2,51861.4,0.082099596
1,301.1,312.4,1430,37.9,124,0,11.3,54197,0.086713287
2,301.1,312.4,1809,25.1,126,0,11.3,45405.9,0.069651741
1,301.1,312.3,1534,39,129,0,11.2,59826,0.084093872
2,301.1,312.3,1852,25.9,131,0,11.2,47966.8,0.070734341
1,301.1,312.3,1595,31.9,134,0,11.2,50880.5,0.084012539
1,301,312.3,1424,43.5,136,0,11.3,61944,0.095505618
1,301,312.2,1776,28.8,138,0,11.2,51148.8,0.077702703
2,301,312.2,1499,41.5,140,0,11.2,62208.5,0.093395597
2,301,312.2,2710,9.7,143,1,11.2,26287,0.052767528
1,300.9,312.1,1359,51.7,146,0,11.2,70260.3,0.107431935
2,300.9,312.1,1617,31,148,0,11.2,50127,0.09152752
2,300.8,312,1443,53.3,151,0,11.2,76911.9,0.104643105
1,300.8,312,1374,50.2,154,0,11.2,68974.8,0.112081514
2,300.9,312.1,1851,23,156,0,11.2,42573,0.084278768
2,300.8,312,1274,67.3,159,0,11.2,85740.2,0.124803768
1,300.9,312,1533,44,162,0,11.1,67452,0.105675147
